Scientific Name,Common Name,Species ID,Link
Alpinia nieuwenhuizii Valet.,-,6144,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6144
Alpinia purpurata,Red Ginger,1645,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1645
Alpinia purpurata 'Alba',White Cone Ginger,7500,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7500
Alpinia purpurata 'Double Red',-,1646,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1646
Alpinia purpurata 'Jungle Queen',-,1647,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1647
Alpinia rugosa S.J.Chen & Z.Y.Chen,Evergreen Broadleaf Ginger,8605,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8605
Alpinia vittata W.Bull,Variegated Ginger,1649,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1649
Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.,Shell Ginger,1650,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1650
Alpinia zerumbet 'Variegata',Variegated Shell Ginger,1651,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1651
Alsomitra macrocarpa (Blume) M.Roem.,-,6376,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6376
Alsophila latebrosa Wall. ex Hook.,Tree Fern,1544,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1544
Alstonia angustifolia Miq.,Pulai Penipu Paya,2703,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2703
Alstonia angustiloba Miq.,Common Pulai,2704,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2704
Alstonia macrophylla Wall. ex G.Don,-,3529,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3529
Alstonia pneumatophora Backer ex den Berger,Marsh Pulai,6973,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6973
Alstonia scholaris (L.) R. Br.,Indian Pulai,2705,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2705
Alstonia scholaris (Variegated),-,4886,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4886
Alstonia spatulata Blume,Marsh Pulai,2706,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2706
Alternanthera bettzickiana 'Green',Green Hedge,6365,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6365
Alternanthera brasiliana 'Brazilian Red Hots',Brazilian Joyweed,2368,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2368
Alternanthera dentata 'Little Ruby',Joseph's Coat,8301,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8301
Alternanthera ficoidea 'Party Time',Joseph's Coat,1658,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1658
Alternanthera ficoidea 'Snow on the Mountain',Brazilian Snowflower,4102,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4102
Alternanthera ficoidea 'True Yellow',Joseph's Coat Plant,1652,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1652
Alternanthera ficoidea 'White Carpet',Brazilian Snow Flower,3307,https://www.nparks.gov.sg/florafaunaweb/flora/3/3/3307
Alternanthera sessilis R.Br.,Sessile Joyweed,1656,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1656
Alternanthera sessilis 'Red',Red Sessile Joyweed,3433,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3433
Alternanthera sissoo hort.,Brazil Spinach,6373,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6373
Alysicarpus vaginalis (L.) DC.,White Moneywort,5738,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5738
Amaranthus cruentus 'Copperhead',Copperhead Amaranth,7257,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7257
Amaranthus tricolor cultivars,Amaranth,5812,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5812
Amaranthus tricolor L.,Chinese spinach,5891,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5891
Amaranthus tricolor 'Red Army',Chinese Spinach,6734,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6734
Amblovenatum opulentum (Kaulf.) J.P.Roux,-,7988,https://www.nparks.gov.sg/florafaunaweb/flora/7/9/7988
Amesiodendron chinense (Merrill) Hu,细子龙,2707,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2707
Amherstia nobilis,Pride of Burma,2708,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2708
Amischotolype gracilis,-,5973,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5973
Amischotolype monosperma (C.B. Clarke) I.M.Turner,-,5982,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5982
Ammannia gracilis Guill. & Perr.,Pink Ammannia,6011,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6011
Amomum latiflorum Ridl.,-,6914,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6914
Amorphophallus asterostigmatus Bogner & Hett.,Voodoo Lily,8476,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8476
Amorphophallus atroviridis Hett.,Voodoo Lily,6956,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6956
Amorphophallus dactylifer,-,8448,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8448
Amorphophallus koratensis Gagnep.,-,6848,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6848
Amorphophallus paeoniifolius (Dennst.) Nicolson,Elephant Foot Yam,1659,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1659
Amorphophallus prainii,Voodoo Lily,1660,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1660
Amorphophallus titanum,Titan Arum,3532,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3532
Amorphophallus variabilis Blume,Voodoo lily,1661,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1661
Ampelocissus ascendiflora Latiff,-,1310,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1310
Ampelocissus elegans Gagnep.,Elegant Ivy Vine,6730,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6730
Ampelocissus polystachya (Wall.) Planch.,Akar Cabang Tujuh,8058,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8058
Amphineurion marginatum (Roxb.) D.J.Middleton,Common Aganosma,7244,https://www.nparks.gov.sg/florafaunaweb/flora/7/2/7244
Amydrium medium (Zoll. & Moritzi) Nicolson,Sakat Gajah,5463,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5463
Anacampseros rufescens 'Variegata',-,8090,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8090
Anacardium occidentale,Cashew Nut,2709,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2709
Anadendrum marginatum Schott,-,7385,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7385
Ananas bracteatus 'Striatus',Pineapple,1662,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1662
Ananas 'Chocolat',-,5943,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5943
Ananas comosus (L.) Merr.,Pineapple,1663,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1663
Ananas comosus var. microstachys,Dwarf Pineapple,1664,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1664
Ananas cultivar,-,6398,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6398
Ananas lucidus Mill.,-,5993,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5993
Anaxagorea javanica Blume,Twin-seed,2710,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2710
Anchomanes difformis (Bl.) Engl.,-,6387,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6387
Andira inermis (W.Wright) Kunth ex DC.,Brown Heart,2711,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2711
Andrographis paniculata (Burm.f.) Wall. ex Nees,Bitterweed,1665,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1665
Anemopaegma chamberlaynii (Sims) Bureau & K. Schum.,Yellow Trumpet Vine,1311,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1311
Anethum graveolens L.,Dill,6400,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6400
Angelica keiskei Koidz.,Ashitaba,6399,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6399
Angelonia angustifolia (AngelMist™ Series) 'Purple Stripe',-,1668,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1668
Angelonia angustifolia 'Alba',-,1667,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1667
Angelonia angustifolia Benth.,Summer Snapdragon,1666,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1666
Angelonia angustifolia Benth. 'Balangdaros',-,1669,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1669
Angiopteris evecta (G.Forst.) Hoffm.,Elephant Fern,1539,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1539
Angraecum sesquipedale Thouars,Christmas Star Orchid,5986,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5986
Anguloa clowesii Lindl.,Cradle Orchid,7029,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7029
Anisomeles indica (L.) Kuntze,Catmint,1670,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1670
Anisophyllea disticha (Jack) Baill.,Mousedeer Tree,1671,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1671
Anisoptera costata Korth.,Mersawa Kesat,5438,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5438
Anisoptera laevis Ridl.,Mersawa Durian,3536,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3536
Anisoptera marginata Korth.,Mersawa Paya,7313,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7313
Anisoptera megistocarpa Slooten.,Mersawa Merah,3537,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3537
Anisoptera scaphula,Sanai,3538,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3538
Annona glabra L.,Alligator Apple,3539,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3539
Annona mucosa Jacq.,Biriba,3104,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3104
Annona muricata,Soursop,3258,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3258
Annona squamosa L.,Custard Apple,2713,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2713
Anredera baselloides (Kunth) Baill.,-,8075,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8075
Anredera cordifolia (Ten.) Steenis,Madeira Vine,6143,https://www.nparks.gov.sg/florafaunaweb/flora/6/1/6143
Anthoshorea bracteolata (Dyer) P.S.Ashton & J.Heck.,Meranti,3123,https://www.nparks.gov.sg/florafaunaweb/flora/3/1/3123
Anthoshorea gratissima (Wall. ex Kurz) P.S.Ashton & J.Heck.,Meranti Laut,5422,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5422
Anthoshorea henryana (Pierre ex Laness.) P.S.Ashton & J.Heck.,White Meranti,8825,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8825
Anthurium andraeanum (Double Spathe),Flamingo Lily,1673,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1673
Anthurium andraeanum 'Album',White Flamingo Lily,1674,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1674
Anthurium andraeanum Linden ex André,Flamingo Lily,1672,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1672
Anthurium 'Black Dragon',-,7085,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7085
Anthurium 'Black Queen',Black Flamingo flower,7079,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7079
Anthurium clarinervium Matuda,-,7318,https://www.nparks.gov.sg/florafaunaweb/flora/7/3/7318
Anthurium clavigerum,-,7074,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7074
Anthurium crystallinum Linden & Andre,Crystal Anthurium,1676,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1676
Anthurium cultivar,-,1677,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1677
Anthurium 'Hawaiian Butterfly',Flamingo Flower,7081,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7081
Anthurium obtusum subsp. obtusum,-,5265,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5265
Anthurium plowmanii Croat,Bird's Nest Anthurium,1678,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1678
Anthurium 'Princess Amalia Elegance',-,7094,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7094
Anthurium 'Purple Plum',Purple Plum Anthurium,1675,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1675
Anthurium 'Renaissance',-,6918,https://www.nparks.gov.sg/florafaunaweb/flora/6/9/6918
Anthurium 'Safari',-,7080,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7080
Anthurium scherzerianum Schott,Pigtail Anthurium,7093,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7093
Anthurium superbum Madison,Birdnest Anthurium,5316,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5316
Anthurium veitchii Mast.,King Anthurium,7091,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7091
Anthurium warocqueanum T.Moore,Queen Anthurium,7092,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7092
Antiaris toxicaria Lesch.,Upas tree,3544,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3544
Antidesma bunius,Chinese Laurel,2714,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2714
Antidesma cuspidatum Müll. Arg. var. cuspidatum,Buni,2715,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2715
Antidesma ghaesembilla Gaertn.,Andarupis,3545,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3545
Antidesma neurocarpum Miq.,Berunai,8208,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8208
Antigonon leptopus 'Alba',White Coral Vine,1313,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1313
Antigonon leptopus Hook. & Arn.,Coral Vine,1312,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1312
Anubias barteri var. glabra,Water Aspidistra,1679,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1679
Anubias barteri var. nana (Engl.) Crusio,-,5757,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5757
Aphanamixis polystachya (Wall.) Parker,Pasak Lingga,2716,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2716
Aphelandra sinclairiana Nees,Coral Aphelandra,1680,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1680
Aphelandra squarrosa,Zebra Plant,1681,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1681
Aphelandra tetragona,Red Aphelandra,4041,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4041
Apium graveolens (Chinese celery),Chinese Celery,4691,https://www.nparks.gov.sg/florafaunaweb/flora/4/6/4691
Apium graveolens (Mill.) DC. L. var. rapaceum,Celeriac,8076,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8076
Apoballis acuminatissima 'Lavallaei',Purple Sword Plant,5264,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5264
Aporosa benthamiana Hook.f.,Crescent Tree,7856,https://www.nparks.gov.sg/florafaunaweb/flora/7/8/7856
Aporosa frutescens Blume,Bastard Rukam,2717,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2717
Apostasia nuda R.Br.,-,6419,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6419
Aquilaria malaccensis Lamk.,Malayan Eaglewood Tree,2718,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2718
Arachis hypogaea,Kachang Goreng,1683,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1683
Arachis pintoi,Yellow Peanut Plant,1684,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1684
Arachis pintoi (orange flowers),Orange Peanut Plant,1685,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1685
Arachnis hookeriana Rchb.f. (Rchb.f.) var. luteola,Hooker's Arachnis,5455,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5455
Arachnis Maggie Oei,-,6222,https://www.nparks.gov.sg/florafaunaweb/flora/6/2/6222
Arachnis Maggie Oei 'Yellow Ribbon',Scorpion Orchid,7030,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7030
Arachnis Maroon Maggie,-,7031,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7031
Arachnothryx leucophylla (Kunth) Planch.,Bush Pentas,2391,https://www.nparks.gov.sg/florafaunaweb/flora/2/3/2391
Aralidium pinnatifidum (Jungh. & de Vriese) Miq.,False Ivy-Palm,2719,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2719
Aranda Chao Praya Dot Com,-,7105,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7105
Aranda Deborah,-,7032,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7032
Aranda Dinah Shore,-,7046,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7046
Aranda Grandeur,-,7033,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7033
Aranda Kooi Choo,-,7106,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7106
Aranda Lion's Gold,-,7034,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7034
Aranda Noorah Alsagoff,-,7056,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7056
Aranda Sumalee,-,7035,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7035
Araucaria bidwillii,Bunya-bunya Pine,2720,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2720
Araucaria columnaris (J.R.Forst.) Hook.,New Caledonia Pine,2721,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2721
Araucaria heterophylla,Norfolk Island Pine,2722,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2722
Araucaria hunsteinii K. Schum.,Klinki Pine,3551,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3551
Arcangelisia flava (L.) Merr.,Yellow Fruit Moonseed,8161,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8161
Arceuthobium campylopodum Engelm.,Western Dwarf Mistletoe,6424,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6424
Archidendron clypearia (Jack) I.C.Nielsen var. clypearia,Greater Grasshopper Tree,2723,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2723
Archidendron contortum,Lesser grasshopper tree,7530,https://www.nparks.gov.sg/florafaunaweb/flora/7/5/7530
Archidendron jiringa (Jack) Nielsen,Jering,2724,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2724
Archidendron lucidum,-,2725,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2725
Archidendron lucyi F.Muell.,Scarlet Bean,2726,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2726
Archidendron microcarpum,-,5188,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5188
Archidendron pauciflorum (Benth.) I.C.Nielsen,-,6818,https://www.nparks.gov.sg/florafaunaweb/flora/6/8/6818
Archontophoenix alexandrae,Alexandra Palm,2586,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2586
Ardisia comosa,-,1686,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1686
Ardisia complanata Wall.,-,4122,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4122
Ardisia crenata Sims,Coral Berry,3436,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3436
Ardisia cultivar (Variegated),-,4048,https://www.nparks.gov.sg/florafaunaweb/flora/4/0/4048
Ardisia elliptica Thunb.,Seashore Ardisia,2727,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2727
Ardisia kteniophylla Aug.DC.,走马胎,4906,https://www.nparks.gov.sg/florafaunaweb/flora/4/9/4906
Ardisia purpurea Reinw. ex Blume,Great Ardisia,2728,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2728
Ardisia pyramidalis,Aunasin,3558,https://www.nparks.gov.sg/florafaunaweb/flora/3/5/3558
Areca camarinensis Becc.,-,8844,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8844
Areca catechu,Areca,2587,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2587
Areca catechu (Dwarf),Dwarf Betel Nut Palm,2588,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2588
Areca catechu var. alba,White Betel Nut Palm,2589,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2589
Areca jugahpunya J.Dransf,-,8758,https://www.nparks.gov.sg/florafaunaweb/flora/8/7/8758
Areca mandacanii Heatubun,-,8640,https://www.nparks.gov.sg/florafaunaweb/flora/8/6/8640
Areca subacaulis (Becc.) J.Dransf.,-,4415,https://www.nparks.gov.sg/florafaunaweb/flora/4/4/4415
Areca vestiaria,Orange Crownshaft Palm,2590,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2590
Areca vidaliana Becc.,-,8845,https://www.nparks.gov.sg/florafaunaweb/flora/8/8/8845
Arenga australasica (H.Wendl. & Drude) S.T.Blake ex H.E.Moore,Australian Arenga Palm,5810,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5810
Arenga brevipes,-,5116,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5116
Arenga hookeriana,Hooker Fishtail Palm,2592,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2592
Arenga pinnata,Sugar Palm,3285,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3285
Arenga undulatifolia,Aren Gelora,5121,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5121
Arenga westerhoutii,Langkap,2594,https://www.nparks.gov.sg/florafaunaweb/flora/2/5/2594
Arfeuillea arborescens,Hop Tree,2729,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2729
Argyreia collinsiae,Kradung Chaang,7417,https://www.nparks.gov.sg/florafaunaweb/flora/7/4/7417
Argyreia nervosa (Burm. f.) Bojer,Elephant Climber,1314,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1314
Aristaloe aristata Haw.,Lace Aloe,6650,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6650
Aristolochia acuminata Lam.,Indian Birthwort,1319,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1319
Aristolochia gigantea,Giant Dutchman's Pipe,1315,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1315
Aristolochia grandiflora Sw.,Pelican Flower,5800,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5800
Aristolochia labiata Willd.,Rooster Flower,1316,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1316
Aristolochia leuconeura Linden,-,6303,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6303
Aristolochia littoralis,Calico Flower,1317,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1317
Aristolochia philippinensis Warb.,-,3421,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3421
Aristolochia ringens Link & Otto.,Gaping Dutchman's Pipe,1318,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1318
Arrhenatherum elatius subsp. bulbosum 'Variegatum',Striped Tuber Oat Grass,3427,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3427
Artabotrys costatus King,-,8202,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8202
Artabotrys crassifolius Hook.f. & Thomson,-,5361,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5361
Artabotrys hexapetalus,Climbing Ilang-Ilang,1320,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1320
Artabotrys maingayi,-,8000,https://www.nparks.gov.sg/florafaunaweb/flora/8/0/8000
Artabotrys scortechinii,-,8203,https://www.nparks.gov.sg/florafaunaweb/flora/8/2/8203
Artabotrys suaveolens,-,5357,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5357
